apply_link,title,company,fetched_date
https://in.linkedin.com/jobs/view/ews-%e2%80%93-operations-program-manager-at-general-mills-india-4413317686,ews – operations program manager,general mills india,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/program-manager-sponsorships-prime-video-at-prime-video-amazon-mgm-studios-4417360409,"program manager - sponsorships, prime video",prime video & amazon mgm studios,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/sr-cluster-manager-quick-commerce-project-tez-at-amazon-4387817790,"sr. cluster manager, quick commerce, project tez",amazon,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/service-delivery-manager-m-f-d-telecom-at-deutsche-telekom-4417706228,service delivery manager (m/f/d) telecom,deutsche telekom,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/chief-financial-officer-at-career-crafterz-4417722659,chief financial officer,career crafterz,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/chief-financial-officer-at-parity-search-4413693587,chief financial officer,parity search,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/chief-of-staff-delivery-strategic-execution-at-infidigit-4414073666,chief of staff (delivery & strategic execution),infidigit,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/tech-manager-gtm-applied-ai-analytics-at-linkedin-4417474664,tech manager- gtm applied ai & analytics,linkedin,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/sr-manager-machine-learning-at-roku-4377176696,"sr. manager, machine learning",roku,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/lead-ai-engr-at-honeywell-4418105560,lead ai engr,honeywell,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/ai-manager-at-honeywell-4386927341,ai manager,honeywell,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/ind-senior-data-analyst-at-walmart-global-tech-india-4406459555,"(ind) senior, data analyst",walmart global tech india,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/senior-learning-analyst-technical-data-driven-learning-at-takeda-4414394541,senior learning analyst (technical & data-driven learning),takeda,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/senior-business-analyst-data-ai-automation-focus-at-citi-4417159881,"senior business analyst- data, ai & automation focus",citi,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/senior-data-analyst-cx-at-idfc-first-bank-4417152419,senior data analyst - cx,idfc first bank,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/data-ai-strategy-senior-manager-at-capgemini-4418100270,data & ai strategy senior manager,capgemini,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/avp-digital-analytics-l10-at-synchrony-4418136592,"avp, digital analytics (l10)",synchrony,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/avp-digital-analytics-l10-at-synchrony-4418125946,"avp, digital analytics (l10)",synchrony,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/sr-mgr-finance-at-medline-4414004262,sr mgr finance,medline,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/finance-manager-at-minimed-4414652655,finance manager,minimed,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/financial-analysis-manager-at-a-p-moller-maersk-4416156101,financial analysis manager,a.p. moller - maersk,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/manager-business-insights-ops-at-eaton-4406086113,manager- business insights & ops,eaton,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/manager-fp-a-commercials-and-distribution-2320-at-medline-4413618032,manager - fp&a commercials and distribution - 2320,medline,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/hr-business-partner-lead-at-cognizant-4417125333,hr business partner lead,cognizant,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/talent-acquisition-manager-at-macrohire-4417485859,talent acquisition manager,macrohire,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/senior-manager-talent-acquisition-at-publicis-groupe-4417070534,senior manager talent acquisition,publicis groupe,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/talent-acquisition-manager-at-the-indian-hume-pipe-co-ltd-4418085303,talent acquisition manager,the indian hume pipe co. ltd.,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/senior-vice-president-workplace-experience-asia-pacific-at-mastercard-4414355547,"senior vice president, workplace experience, asia pacific",mastercard,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/director-employee-relations-at-mastercard-4414314228,director - employee relations,mastercard,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/cyber-security-lead-at-nava-4416176535,cyber security lead,nava,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/cyber-security-manager-at-dyson-4418165020,cyber security manager,dyson,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/cyber-security-technical-delivery-manager-australia-shift-at-itc-infotech-4417183303,cyber security technical delivery manager (australia shift),itc infotech,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/cybersecurity-delivery-manager-at-unisys-4399855231,cybersecurity delivery manager,unisys,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/cyber-security-function-lead-at-skyroot-aerospace-4415490962,cyber security function lead,skyroot aerospace,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/manager-at-refyne-india-4413689158,manager,refyne india,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/in-manager-gtm-strategy-consulting-%e2%80%93-strategy-advisory-bangalore-at-pwc-india-4417358690,in_manager_gtm strategy consulting – strategy& - advisory_bangalore,pwc india,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/manager-founder-s-office-at-cloudsek-4412290086,manager - founder's office,cloudsek,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/gn-%e2%80%93-industry-strategy-%e2%80%93-cmt-%e2%80%93-manager-at-accenture-in-india-4384087872,gn – industry strategy – cmt – manager,accenture in india,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/business-head-at-alchemist-marketing-talent-solutions-4414069747,business head,alchemist marketing & talent solutions,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/general-manager-north-mumbai-at-national-film-development-corporation-nfdc-4414098530,"general manager (north) ,mumbai",national film development corporation (nfdc),2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/international-business-head-at-barrington-james-4418085985,international business head,barrington james,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/india-hub-lead-for-digital-products-solutions-at-siemens-energy-4406968860,india hub lead for digital products & solutions,siemens energy,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/deputy-general-manager-workplace-support-services-at-tata-communications-4403660664,deputy general manager - workplace support services,tata communications,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/general-manager-quality-at-naiknavare-developers-pvt-ltd-4413387844,general manager quality,naiknavare developers pvt. ltd.,2026-05-23T07:16:04.319717Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-walmart-global-tech-india-4414087980,senior product manager,walmart global tech india,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/program-manager-office-lead-pmo-lead-at-pepper-4405927389,program manager office lead (pmo lead),pepper,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/delivery-manager-at-persistent-systems-4412277349,delivery manager,persistent systems,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/technology-delivery-lead-at-accenture-in-india-4418449071,technology delivery lead,accenture in india,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/staff-delivery-manager-at-bp-4413364576,staff delivery manager,bp,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/senior-project-manager-at-endava-4415635959,senior project manager,endava,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/country-manager-india-at-payjoy-4407517279,"country manager, india",payjoy,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/city-head-at-arkahub-4416792982,city head,arkahub,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/chief-of-staff-ceo-s-office-at-bitespeed-4416503235,chief of staff(ceo's office),bitespeed,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/founding-chief-growth-officer-cgo-equity-based-leadership-role-at-flestra-lab-private-ltd-4416116124,founding chief growth officer (cgo) | equity-based leadership role,flestra lab private ltd,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/chief-executive-officer-at-akmv-consultants-4417559065,chief executive officer,akmv consultants,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/manager-data-analytics-at-booking-holdings-nasdaq-bkng-4414347758,manager data analytics,booking holdings (nasdaq: bkng),2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/risk-manager-at-payjoy-4398920035,risk manager,payjoy,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/avp-digital-analytics-l10-at-synchrony-4418124969,"avp, digital analytics (l10)",synchrony,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/avp-digital-analytics-l10-at-synchrony-4418465358,"avp, digital analytics (l10)",synchrony,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/head-of-human-resources-at-pun%c3%a9-gas-4414823174,head of human resources,puné gas,2026-05-24T07:37:19.348512Z
https://in.linkedin.com/jobs/view/senior-product-manager-nutanix-hybrid-cloud-7-12-years-at-nutanix-4416384597,senior product manager - nutanix hybrid cloud [ 7 - 12 years ],nutanix,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-product-manager-tax-platform-at-booking-holdings-nasdaq-bkng-4399039885,senior product manager - tax platform,booking holdings (nasdaq: bkng),2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/business-analyst-%e2%80%93-life-insurance-at-yo-it-consulting-4412859366,business analyst – life insurance,yo it consulting,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/business-analyst-at-acca-careers-4418678167,business analyst,acca careers,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/delivery-excellence-manager-sr-manager-mumbai-chennai-bangalore-go-jc-2542-2026-at-golden-opportunities-4407676015,delivery excellence - manager/sr manager-mumbai/chennai/bangalore - go/jc/2542/2026,golden opportunities,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-project-manager-construction-facilities-at-gk-hr-consulting-india-pvt-ltd-4417115575,senior project manager construction & facilities,gk hr consulting india pvt. ltd.,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/delivery-leader-l1-at-wipro-4418693519,delivery leader l1,wipro,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/chief-operating-officer-at-piramal-nextgen-industries-pvt-ltd-4417119427,chief operating officer,piramal nextgen industries pvt ltd,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/chief-%e2%80%93-operations-alliance-management-at-adani-realty-4398116235,chief – operations & alliance management,adani realty,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/head-of-operations-at-capgemini-4416136925,head of operations,capgemini,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/lead-ai-engineer-%e2%80%93-genai-engineering-at-crisil-4416576034,lead ai engineer – genai engineering,crisil,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-data-scientist-at-reliance-industries-limited-4402428104,senior data scientist,reliance industries limited,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/lead-ai-engineer-at-avendus-4417448930,lead ai engineer,avendus,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/lead-d-t-machine-learning-engineer-at-general-mills-india-4405550281,lead d&t machine learning engineer,general mills india,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-data-scientist-at-rakuten-symphony-4418077968,senior data scientist,rakuten symphony,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-data-scientist-at-miq-4367820316,senior data scientist,miq,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-data-scientist-at-cardinal-health-4414340093,senior data scientist,cardinal health,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-data-scientist-at-pratilipi-4417145020,senior data scientist,pratilipi,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/vp-analytics-%e2%80%93-marketing-measurement-consulting-l12-at-synchrony-4418640618,"vp, analytics – marketing measurement consulting (l12)",synchrony,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/finance-and-risk-manager-at-bp-4414818505,finance and risk manager,bp,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-manager-finance-business-partner-at-sulzer-4414882575,senior manager - finance business partner,sulzer,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/business-analyst-at-persistent-systems-4414313268,business analyst,persistent systems,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/dy-general-manager-business-development-at-adani-realty-4382291374,dy. general manager-business development,adani realty,2026-05-25T08:45:53.496125Z
https://in.linkedin.com/jobs/view/senior-product-manager-fintech-payments-at-bureau-4418656942,senior product manager (fintech payments),bureau,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/group-product-manager-at-workindia-4414083292,group product manager,workindia,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-icici-lombard-4418957245,senior product manager,icici lombard,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/product-delivery-lead-at-syngenta-4418950307,product delivery lead,syngenta,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/vice-president-it-value-stream-practice-leader-at-spot-your-leaders-consulting-4418942747,vice president - it value stream (practice leader),spot your leaders & consulting,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/head-of-operations-at-systematix-private-wealth-4419119860,head of operations,systematix private wealth,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/managing-director-at-iq-eq-4415265512,managing director,iq-eq,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/managing-director-at-valkyrie-people-consulting-4418947272,managing director,valkyrie people consulting,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/executive-director-and-ceo-at-valkyrie-people-consulting-4418948278,executive director and ceo,valkyrie people consulting,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/senior-manager-machine-learning-at-roku-4419135331,senior manager - machine learning,roku,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/lead-finance-at-bright-money-4417708089,lead finance,bright money,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/senior-manager-financial-reporting-control-at-dentsu-4417162393,senior manager - financial reporting & control,dentsu,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/principal-professional-financial-controller-at-new-development-bank-ndb-4414049630,"principal professional, financial controller",new development bank (ndb),2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/lead-talent-acquisition-at-reliance-industries-limited-4415258724,lead talent acquisition,reliance industries limited,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/talent-acquisition-manager-at-reliance-industries-limited-4418990741,talent acquisition manager,reliance industries limited,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/sr-manager-talent-acquisition-at-reliance-industries-limited-4418980195,sr. manager talent acquisition,reliance industries limited,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/human-resources-manager-at-newvision-software-4414815272,human resources manager,newvision software,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/senior-cyber-manager-threat-exposure-management-at-a-p-moller-maersk-4418932982,senior cyber manager - threat exposure management,a.p. moller - maersk,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/head-%e2%80%93-information-security-compliance-at-alpha-alternatives-4415272800,head – information security & compliance,alpha alternatives,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/information-security-manager-at-state-bank-operations-support-services-4415268473,information security manager,state bank operations support services,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/associate-senior-manager-information-security-ai-secruity-at-persistent-systems-4415244194,associate senior manager - information security ai secruity,persistent systems,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/asst-manager-cloud-security-network-operations-support-at-tata-communications-4417878789,asst. manager - cloud & security network operations & support,tata communications,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/senior-manager-new-initiatives-at-rupeek-4418249396,senior manager - new initiatives,rupeek,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/deputy-general-manager-product-development-at-godrej-industries-group-4418973867,deputy general manager - product development,godrej industries group,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/deputy-general-manager-product-development-at-godrej-industries-group-4418965971,deputy general manager - product development,godrej industries group,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/managing-director-at-valkyrie-people-consulting-4418950212,managing director,valkyrie people consulting,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/branch-manager-at-larsen-toubro-4419141210,branch manager,larsen & toubro,2026-05-26T08:07:20.125970Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-clari-4415291216,senior product manager,clari,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/group-product-manager-at-navi-4418554925,group product manager,navi,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/product-manager-tst-manager-at-ey-4416886401,product manager - tst - manager,ey,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/o9-ibp-forums-product-manager-at-mondel%c4%93z-international-4410028522,o9 ibp & forums product manager,mondelēz international,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/digital-product-manager-vp-at-barclays-4414039795,digital product manager -vp,barclays,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/senior-project-manager-iot-solutions-at-infineon-technologies-4409187905,"senior project manager, iot solutions",infineon technologies,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/senior-delivery-manager-at-persistent-systems-4416827863,senior delivery manager,persistent systems,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/director-of-research-development-at-taas-partners-4415286749,director of research development,taas partners,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/chief-financial-officer-10-20-andheri-east-industry-valve-manufacturing-engineering-at-mangalam-placement-pvt-ltd-4418925885,chief financial officer-10-20-andheri east-(industry valve manufacturing / engineering),mangalam placement pvt ltd.,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/group-chief-financial-officer-at-valkyrie-people-consulting-4418958303,group chief financial officer,valkyrie people consulting,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/deputy-manager-financial-planning-analysis-at-axa-xl-4418956928,"deputy manager, financial planning & analysis",axa xl,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/senior-data-analyst-predictive-analytics-forecasting-at-kaufman-rossin-4400975739,senior data analyst -predictive analytics & forecasting,kaufman rossin,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/mis-lead-handling-and-data-analyst-internship-in-thane-navi-mumbai-navi-mumbai-mumbai-dombivli-belapur-mumbai-navi-mumbai-vashi-navi-mumbai-mumbai-navi-mumbai-at-bnm-business-solutions-llp-4418691507,"mis- lead handling and data analyst internship in thane, navi mumbai, navi mumbai, mumbai, dombivli, belapur, mumbai, navi mumbai, vashi navi mumbai, mumbai, navi mumbai",bnm business solutions llp,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/mis-lead-handling-and-data-analyst-internship-in-thane-navi-mumbai-navi-mumbai-mumbai-dombivli-belapur-mumbai-navi-mumbai-vashi-navi-mumbai-mumbai-navi-mumbai-at-bnm-business-solutions-llp-4418905402,"mis- lead handling and data analyst internship in thane, navi mumbai, navi mumbai, mumbai, dombivli, belapur, mumbai, navi mumbai, vashi navi mumbai, mumbai, navi mumbai",bnm business solutions llp,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/director-business-intelligence-data-management-manager-at-hackajob-4419143837,"director, business intelligence & data management manager",hackajob,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/financial-planning-and-analysis-manager-at-reliance-retail-4415234687,financial planning and analysis manager,reliance retail,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/senior-manager-associate-director-finance-at-instawork-4389285461,senior manager/associate director - finance,instawork,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/financial-reporting-director-lcd-business-management-at-morgan-stanley-4418640399,"financial reporting, director, lcd business management",morgan stanley,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/financial-planning-and-analysis-manager-at-cummins-india-4419143896,financial planning and analysis manager,cummins india,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/senior-manager-infosec-at-zeiss-india-4418568917,senior manager- infosec,zeiss india,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/senior-security-manager-at-icici-securities-4418120258,senior security manager,icici securities,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/client-engagement-regulatory-governance-manager-at-barclays-4416857082,client engagement & regulatory governance manager,barclays,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/business-development-general-manager-at-fcm-travel-india-4401313675,business development general manager,fcm travel india,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/city-head-at-aptita-4419584824,city head,aptita,2026-05-27T08:25:55.816698Z
https://in.linkedin.com/jobs/view/lead-product-manager-acceptance-at-national-payments-corporation-of-india-npci-4418821266,lead product manager - acceptance,national payments corporation of india (npci),2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-grayquest-4416818087,senior product manager,grayquest,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-product-manager-ai-at-pepper-4418221047,senior product manager (ai),pepper,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-hamilton-housewares-milton-4415202417,senior product manager,hamilton housewares (milton),2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/director-custody-billing-product-head-investor-services-custody-at-citi-4418804855,director - custody billing product head (investor services - custody),citi,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-project-manager-%e2%80%93-global-projects-at-atkinsr%c3%a9alis-4418944505,senior project manager – global projects,atkinsréalis,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/assistant-project-program-consultant-project-controls-manager-mep-at-arcadis-4416825163,assistant project & program consultant (project controls manager - mep),arcadis,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-project-manager-at-reliance-industries-limited-4418963316,senior project manager,reliance industries limited,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/technical-delivery-manager-at-facctum-4418806234,technical delivery manager,facctum,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/chief-operating-officer-operations-at-bharatiya-jain-sanghatana-bjs-4417209110,chief operating officer - operations,bharatiya jain sanghatana (bjs),2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/chief-of-staff-at-eliterecruitments-4418253069,chief of staff,eliterecruitments,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/sr-ai-product-engineer-at-cognologix-technologies-4415290406,sr. ai product engineer,cognologix technologies,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-data-scientist-at-bread-financial-india-4409350243,senior data scientist,bread financial india,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/mis-lead-handling-and-data-analyst-internship-in-belapur-mumbai-mumbai-dombivli-navi-mumbai-thane-navi-mumbai-vashi-navi-mumbai-mumbai-navi-mumbai-navi-mumbai-at-bnm-business-solutions-llp-4418691507,"mis- lead handling and data analyst internship in belapur, mumbai, mumbai, dombivli, navi mumbai, thane, navi mumbai, vashi navi mumbai, mumbai, navi mumbai, navi mumbai",bnm business solutions llp,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/mis-lead-handling-and-data-analyst-internship-in-belapur-mumbai-mumbai-dombivli-navi-mumbai-thane-navi-mumbai-vashi-navi-mumbai-mumbai-navi-mumbai-navi-mumbai-at-bnm-business-solutions-llp-4418905402,"mis- lead handling and data analyst internship in belapur, mumbai, mumbai, dombivli, navi mumbai, thane, navi mumbai, vashi navi mumbai, mumbai, navi mumbai, navi mumbai",bnm business solutions llp,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/analytics-manager-at-kytes-4416898573,analytics manager,kytes,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/director-data-engineering-at-searce-inc-4417201448,director - data engineering,searce inc,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/manager-fp-a-at-evolent-4399950952,"manager, fp&a",evolent,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/associate-director-of-finance-at-amber-4419154595,associate director of finance,amber,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/hr-leader-at-emergent-4417145352,hr leader,emergent,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-manager-%e2%80%93-people-success-leadership-operations-at-pgc-digital-india-cmmi-level-3-company-4420257770,senior manager – people success & leadership operations,pgc digital (india): cmmi level 3 company,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-manager-learning-and-talent-at-godrej-industries-group-4419853232,senior manager learning and talent,godrej industries group,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/associate-relations-industrial-relations-lead-pune-at-mars-4402245060,associate relations & industrial relations lead - pune,mars,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-manager-application-product-security-at-zeiss-india-4418568917,senior manager - application & product security,zeiss india,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/technical-manager-at-world-wide-technology-4418579847,technical manager,world wide technology,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/engineering-infrastructure-security-manager-at-gruve-4402225545,engineering infrastructure security manager,gruve,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/applications-support-technology-lead-vice-president-at-citi-4418273667,applications support technology lead-vice president,citi,2026-05-28T08:27:28.579439Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-appsforbharat-4417559467,senior product manager,appsforbharat,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-nanonets-4418928631,senior product manager,nanonets,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-zenskar-4416808024,senior product manager,zenskar,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/senior-product-manager-roadmap-at-scopely-4409907509,"senior product manager, roadmap",scopely,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-navi-4418570429,senior product manager,navi,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-verse-innovation-4419067128,senior product manager,verse innovation,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/senior-product-manager-at-skillz-4420609239,senior product manager,skillz,2026-05-29T08:24:45.053284Z
https://in.linkedin.com/jobs/view/program-manager-%e2%80%93-new-product-development-at-reliance-industries-limited-4418981179,program manager – new product development,reliance industries limited,2026-05-29T08:24:45.053284Z
